date_performance
1820-01-01T00:00:00.000Z
1820-01-02T00:00:00.000Z
1820-01-03T00:00:00.000Z
1820-01-04T00:00:00.000Z
1820-01-05T00:00:00.000Z
1820-01-06T00:00:00.000Z
1820-01-07T00:00:00.000Z
1820-01-08T00:00:00.000Z
1820-01-09T00:00:00.000Z
1820-01-10T00:00:00.000Z
1820-01-11T00:00:00.000Z
1820-01-12T00:00:00.000Z
1820-01-13T00:00:00.000Z
1820-01-14T00:00:00.000Z
1820-01-15T00:00:00.000Z
1820-01-16T00:00:00.000Z
1820-01-17T00:00:00.000Z
1820-01-18T00:00:00.000Z
1820-01-19T00:00:00.000Z
1820-01-20T00:00:00.000Z
1820-01-22T00:00:00.000Z
1820-01-23T00:00:00.000Z
1820-01-24T00:00:00.000Z
1820-01-25T00:00:00.000Z
1820-01-26T00:00:00.000Z
1820-01-27T00:00:00.000Z
1820-01-28T00:00:00.000Z
1820-01-29T00:00:00.000Z
1820-01-30T00:00:00.000Z
1820-01-31T00:00:00.000Z
1820-02-01T00:00:00.000Z
1820-02-02T00:00:00.000Z
1820-02-03T00:00:00.000Z
1820-02-04T00:00:00.000Z
1820-02-05T00:00:00.000Z
1820-02-06T00:00:00.000Z
1820-02-07T00:00:00.000Z
1820-02-08T00:00:00.000Z
1820-02-09T00:00:00.000Z
1820-02-10T00:00:00.000Z
1820-02-11T00:00:00.000Z
1820-02-12T00:00:00.000Z
1820-02-13T00:00:00.000Z
1820-02-14T00:00:00.000Z
1820-02-23T00:00:00.000Z
1820-02-24T00:00:00.000Z
1820-02-25T00:00:00.000Z
1820-02-26T00:00:00.000Z
1820-02-27T00:00:00.000Z
1820-02-28T00:00:00.000Z
1820-02-29T00:00:00.000Z
1820-03-01T00:00:00.000Z
1820-03-02T00:00:00.000Z
1820-03-03T00:00:00.000Z
1820-03-04T00:00:00.000Z
1820-03-05T00:00:00.000Z
1820-03-06T00:00:00.000Z
1820-03-07T00:00:00.000Z
1820-03-08T00:00:00.000Z
1820-03-09T00:00:00.000Z
1820-03-10T00:00:00.000Z
1820-03-11T00:00:00.000Z
1820-03-12T00:00:00.000Z
1820-03-13T00:00:00.000Z
1820-03-15T00:00:00.000Z
1820-03-16T00:00:00.000Z
1820-03-17T00:00:00.000Z
1820-03-18T00:00:00.000Z
1820-03-19T00:00:00.000Z
1820-03-20T00:00:00.000Z
1820-03-21T00:00:00.000Z
1820-03-22T00:00:00.000Z
1820-03-23T00:00:00.000Z
1820-03-24T00:00:00.000Z
1820-03-25T00:00:00.000Z
1820-03-26T00:00:00.000Z
1820-04-03T00:00:00.000Z
1820-04-04T00:00:00.000Z
1820-04-05T00:00:00.000Z
1820-04-06T00:00:00.000Z
1820-04-07T00:00:00.000Z
1820-04-08T00:00:00.000Z
1820-04-09T00:00:00.000Z
1820-04-10T00:00:00.000Z
1820-04-11T00:00:00.000Z
1820-04-12T00:00:00.000Z
1820-04-13T00:00:00.000Z
1820-04-14T00:00:00.000Z
1820-04-15T00:00:00.000Z
1820-04-16T00:00:00.000Z
1820-04-17T00:00:00.000Z
1820-04-18T00:00:00.000Z
1820-04-19T00:00:00.000Z
1820-04-20T00:00:00.000Z
1820-04-21T00:00:00.000Z
1820-04-22T00:00:00.000Z
1820-04-23T00:00:00.000Z
1820-04-24T00:00:00.000Z
1820-04-25T00:00:00.000Z
1820-04-26T00:00:00.000Z
1820-04-27T00:00:00.000Z
1820-04-28T00:00:00.000Z
1820-04-29T00:00:00.000Z
1820-04-30T00:00:00.000Z
1820-05-01T00:00:00.000Z
1820-05-02T00:00:00.000Z
1820-05-03T00:00:00.000Z
1820-05-04T00:00:00.000Z
1820-05-05T00:00:00.000Z
1820-05-06T00:00:00.000Z
1820-05-07T00:00:00.000Z
1820-05-08T00:00:00.000Z
1820-05-09T00:00:00.000Z
1820-05-10T00:00:00.000Z
1820-05-11T00:00:00.000Z
1820-05-12T00:00:00.000Z
1820-05-13T00:00:00.000Z
1820-05-14T00:00:00.000Z
1820-05-15T00:00:00.000Z
1820-05-16T00:00:00.000Z
1820-05-17T00:00:00.000Z
1820-05-18T00:00:00.000Z
1820-05-19T00:00:00.000Z
1820-05-20T00:00:00.000Z
1820-05-22T00:00:00.000Z
1820-05-23T00:00:00.000Z
1820-05-24T00:00:00.000Z
1820-05-25T00:00:00.000Z
1820-05-26T00:00:00.000Z
1820-05-27T00:00:00.000Z
1820-05-28T00:00:00.000Z
1820-05-29T00:00:00.000Z
1820-05-30T00:00:00.000Z
1820-05-31T00:00:00.000Z
1820-06-01T00:00:00.000Z
1820-06-02T00:00:00.000Z
1820-06-03T00:00:00.000Z
1820-06-04T00:00:00.000Z
1820-06-05T00:00:00.000Z
1820-06-06T00:00:00.000Z
1820-06-07T00:00:00.000Z
1820-06-08T00:00:00.000Z
1820-06-09T00:00:00.000Z
1820-06-10T00:00:00.000Z
1820-06-11T00:00:00.000Z
1820-06-12T00:00:00.000Z
1820-06-13T00:00:00.000Z
1820-06-14T00:00:00.000Z
1820-06-15T00:00:00.000Z
1820-06-16T00:00:00.000Z
1820-06-17T00:00:00.000Z
1820-06-18T00:00:00.000Z
1820-06-19T00:00:00.000Z
1820-06-20T00:00:00.000Z
1820-06-21T00:00:00.000Z
1820-06-22T00:00:00.000Z
1820-06-23T00:00:00.000Z
1820-06-24T00:00:00.000Z
1820-06-25T00:00:00.000Z
1820-06-26T00:00:00.000Z
1820-06-27T00:00:00.000Z
1820-06-28T00:00:00.000Z
1820-06-29T00:00:00.000Z
1820-07-01T00:00:00.000Z
1820-07-02T00:00:00.000Z
1820-07-03T00:00:00.000Z
1820-07-04T00:00:00.000Z
1820-07-05T00:00:00.000Z
1820-07-06T00:00:00.000Z
1820-07-07T00:00:00.000Z
1820-07-08T00:00:00.000Z
1820-07-09T00:00:00.000Z
1820-07-10T00:00:00.000Z
1820-07-11T00:00:00.000Z
1820-07-12T00:00:00.000Z
1820-07-13T00:00:00.000Z
1820-07-14T00:00:00.000Z
1820-07-15T00:00:00.000Z
1820-07-16T00:00:00.000Z
1820-07-17T00:00:00.000Z
1820-07-18T00:00:00.000Z
1820-07-20T00:00:00.000Z
1820-07-21T00:00:00.000Z
1820-07-22T00:00:00.000Z
1820-07-24T00:00:00.000Z
1820-07-25T00:00:00.000Z
1820-07-26T00:00:00.000Z
1820-07-27T00:00:00.000Z
1820-07-29T00:00:00.000Z
1820-07-30T00:00:00.000Z
1820-07-31T00:00:00.000Z
1820-08-01T00:00:00.000Z
1820-08-02T00:00:00.000Z
1820-08-03T00:00:00.000Z
1820-08-04T00:00:00.000Z
1820-08-05T00:00:00.000Z
1820-08-06T00:00:00.000Z
1820-08-07T00:00:00.000Z
1820-08-08T00:00:00.000Z
1820-08-09T00:00:00.000Z
1820-08-10T00:00:00.000Z
1820-08-11T00:00:00.000Z
1820-08-12T00:00:00.000Z
1820-08-13T00:00:00.000Z
1820-08-14T00:00:00.000Z
1820-08-15T00:00:00.000Z
1820-08-16T00:00:00.000Z
1820-08-17T00:00:00.000Z
1820-08-19T00:00:00.000Z
1820-08-20T00:00:00.000Z
1820-08-21T00:00:00.000Z
1820-08-22T00:00:00.000Z
1820-08-23T00:00:00.000Z
1820-08-24T00:00:00.000Z
1820-08-26T00:00:00.000Z
1820-08-27T00:00:00.000Z
1820-08-28T00:00:00.000Z
1820-08-29T00:00:00.000Z
1820-08-30T00:00:00.000Z
1820-08-31T00:00:00.000Z
1820-09-01T00:00:00.000Z
1820-09-02T00:00:00.000Z
1820-09-03T00:00:00.000Z
1820-09-04T00:00:00.000Z
1820-09-05T00:00:00.000Z
1820-09-06T00:00:00.000Z
1820-09-07T00:00:00.000Z
1820-09-08T00:00:00.000Z
1820-09-09T00:00:00.000Z
1820-09-10T00:00:00.000Z
1820-09-11T00:00:00.000Z
1820-09-12T00:00:00.000Z
1820-09-13T00:00:00.000Z
1820-09-14T00:00:00.000Z
1820-09-15T00:00:00.000Z
1820-09-16T00:00:00.000Z
1820-09-17T00:00:00.000Z
1820-09-18T00:00:00.000Z
1820-09-19T00:00:00.000Z
1820-09-20T00:00:00.000Z
1820-09-21T00:00:00.000Z
1820-09-22T00:00:00.000Z
1820-09-23T00:00:00.000Z
1820-09-24T00:00:00.000Z
1820-09-25T00:00:00.000Z
1820-09-26T00:00:00.000Z
1820-09-27T00:00:00.000Z
1820-09-28T00:00:00.000Z
1820-09-29T00:00:00.000Z
1820-09-30T00:00:00.000Z
1820-10-01T00:00:00.000Z
1820-10-02T00:00:00.000Z
1820-10-03T00:00:00.000Z
1820-10-04T00:00:00.000Z
1820-10-05T00:00:00.000Z
1820-10-06T00:00:00.000Z
1820-10-07T00:00:00.000Z
1820-10-08T00:00:00.000Z
1820-10-09T00:00:00.000Z
1820-10-10T00:00:00.000Z
1820-10-11T00:00:00.000Z
1820-10-12T00:00:00.000Z
1820-10-13T00:00:00.000Z
1820-10-14T00:00:00.000Z
1820-10-15T00:00:00.000Z
1820-10-17T00:00:00.000Z
1820-10-18T00:00:00.000Z
1820-10-19T00:00:00.000Z
1820-10-20T00:00:00.000Z
1820-10-21T00:00:00.000Z
1820-10-22T00:00:00.000Z
1820-10-23T00:00:00.000Z
1820-10-24T00:00:00.000Z
1820-10-25T00:00:00.000Z
1820-10-26T00:00:00.000Z
1820-10-27T00:00:00.000Z
1820-10-28T00:00:00.000Z
1820-10-29T00:00:00.000Z
1820-10-30T00:00:00.000Z
1820-10-31T00:00:00.000Z
1820-11-02T00:00:00.000Z
1820-11-03T00:00:00.000Z
1820-11-04T00:00:00.000Z
1820-11-05T00:00:00.000Z
1820-11-06T00:00:00.000Z
1820-11-07T00:00:00.000Z
1820-11-08T00:00:00.000Z
1820-11-09T00:00:00.000Z
1820-11-10T00:00:00.000Z
1820-11-11T00:00:00.000Z
1820-11-12T00:00:00.000Z
1820-11-13T00:00:00.000Z
1820-11-14T00:00:00.000Z
1820-11-15T00:00:00.000Z
1820-11-16T00:00:00.000Z
1820-11-17T00:00:00.000Z
1820-11-18T00:00:00.000Z
1820-11-19T00:00:00.000Z
1820-11-20T00:00:00.000Z
1820-11-21T00:00:00.000Z
1820-11-22T00:00:00.000Z
1820-11-23T00:00:00.000Z
1820-11-24T00:00:00.000Z
1820-11-25T00:00:00.000Z
1820-11-26T00:00:00.000Z
1820-11-27T00:00:00.000Z
1820-11-28T00:00:00.000Z
1820-11-29T00:00:00.000Z
1820-11-30T00:00:00.000Z
1820-12-01T00:00:00.000Z
1820-12-02T00:00:00.000Z
1820-12-03T00:00:00.000Z
1820-12-04T00:00:00.000Z
1820-12-05T00:00:00.000Z
1820-12-06T00:00:00.000Z
1820-12-07T00:00:00.000Z
1820-12-08T00:00:00.000Z
1820-12-09T00:00:00.000Z
1820-12-10T00:00:00.000Z
1820-12-11T00:00:00.000Z
1820-12-12T00:00:00.000Z
1820-12-13T00:00:00.000Z
1820-12-14T00:00:00.000Z
1820-12-15T00:00:00.000Z
1820-12-16T00:00:00.000Z
1820-12-17T00:00:00.000Z
1820-12-18T00:00:00.000Z
1820-12-19T00:00:00.000Z
1820-12-20T00:00:00.000Z
1820-12-21T00:00:00.000Z
1820-12-22T00:00:00.000Z
1820-12-23T00:00:00.000Z
1820-12-24T00:00:00.000Z
1820-12-26T00:00:00.000Z
1820-12-27T00:00:00.000Z
1820-12-28T00:00:00.000Z
1820-12-29T00:00:00.000Z
1820-12-30T00:00:00.000Z
1820-12-31T00:00:00.000Z
1821-01-01T00:00:00.000Z
1821-01-02T00:00:00.000Z
1821-01-03T00:00:00.000Z
1821-01-04T00:00:00.000Z
1821-01-05T00:00:00.000Z
1821-01-06T00:00:00.000Z
1821-01-07T00:00:00.000Z
1821-01-08T00:00:00.000Z
1821-01-09T00:00:00.000Z
1821-01-10T00:00:00.000Z
1821-01-11T00:00:00.000Z
1821-01-12T00:00:00.000Z
1821-01-13T00:00:00.000Z
1821-01-14T00:00:00.000Z
1821-01-15T00:00:00.000Z
1821-01-16T00:00:00.000Z
1821-01-17T00:00:00.000Z
1821-01-18T00:00:00.000Z
1821-01-19T00:00:00.000Z
1821-01-22T00:00:00.000Z
1821-01-23T00:00:00.000Z
1821-01-24T00:00:00.000Z
1821-01-25T00:00:00.000Z
1821-01-26T00:00:00.000Z
1821-01-27T00:00:00.000Z
1821-01-28T00:00:00.000Z
1821-01-29T00:00:00.000Z
1821-01-30T00:00:00.000Z
1821-01-31T00:00:00.000Z
1821-02-01T00:00:00.000Z
1821-02-02T00:00:00.000Z
1821-02-03T00:00:00.000Z
1821-02-04T00:00:00.000Z
1821-02-05T00:00:00.000Z
1821-02-06T00:00:00.000Z
1821-02-07T00:00:00.000Z
1821-02-08T00:00:00.000Z
1821-02-09T00:00:00.000Z
1821-02-10T00:00:00.000Z
1821-02-11T00:00:00.000Z
1821-02-12T00:00:00.000Z
1821-02-13T00:00:00.000Z
1821-02-15T00:00:00.000Z
1821-02-16T00:00:00.000Z
1821-02-17T00:00:00.000Z
1821-02-18T00:00:00.000Z
1821-02-19T00:00:00.000Z
1821-02-20T00:00:00.000Z
1821-02-21T00:00:00.000Z
1821-02-22T00:00:00.000Z
1821-02-23T00:00:00.000Z
1821-02-24T00:00:00.000Z
1821-02-25T00:00:00.000Z
1821-02-26T00:00:00.000Z
1821-02-27T00:00:00.000Z
1821-02-28T00:00:00.000Z
1821-03-01T00:00:00.000Z
1821-03-02T00:00:00.000Z
1821-03-03T00:00:00.000Z
1821-03-04T00:00:00.000Z
1821-03-05T00:00:00.000Z
