from,to,source
1652,1844-10-26,"M"
1606,1844-10-27,"M"
480,1844-10-27,"M"
342,1844-10-28,"M"
1652,1844-10-28,"M"
1115,1844-10-29,"M"
629,1844-10-29,"M"
47,1844-10-29,"M"
570,1844-10-30,"M"
1652,1844-10-30,"M"
570,1844-10-31,"M"
1652,1844-10-31,"M"
1873,1844-11-01,"M"
517,1844-11-01,"M"
1652,1844-11-02,"M"
629,1844-11-02,"M"
1550,1844-11-03,"M"
1444,1844-11-03,"M"
342,1844-11-05,"M"
1341,1844-11-05,"M"
541,1844-11-06,"M"
1089,1844-11-06,"M"
1652,1844-11-07,"M"
629,1844-11-07,"M"
1089,1844-11-08,"M"
342,1844-11-08,"M"
541,1844-11-09,"M"
1652,1844-11-09,"M"
517,1844-11-10,"M"
480,1844-11-10,"M"
1652,1844-11-11,"M"
629,1844-11-11,"M"
1089,1844-11-12,"M"
342,1844-11-12,"M"
1341,1844-11-13,"M"
629,1844-11-13,"M"
1089,1844-11-14,"M"
342,1844-11-14,"M"
871,1844-11-15,"M"
811,1844-11-15,"M"
1089,1844-11-16,"M"
1380,1844-11-16,"M"
342,1844-11-17,"M"
1652,1844-11-17,"M"
871,1844-11-18,"M"
811,1844-11-18,"M"
1089,1844-11-19,"M"
1380,1844-11-19,"M"
570,1844-11-20,"M"
1652,1844-11-20,"M"
541,1844-11-21,"M"
1089,1844-11-21,"M"
1380,1844-11-22,"M"
1341,1844-11-22,"M"
1089,1844-11-23,"M"
681,1844-11-23,"M"
1652,1844-11-24,"M"
629,1844-11-24,"M"
517,1844-11-25,"M"
811,1844-11-25,"M"
1089,1844-11-26,"M"
570,1844-11-26,"M"
1652,1844-11-27,"M"
1380,1844-11-27,"M"
1089,1844-11-28,"M"
342,1844-11-28,"M"
1550,1844-11-29,"M"
601,1844-11-29,"M"
1089,1844-11-30,"M"
570,1844-11-30,"M"
1652,1844-12-01,"M"
629,1844-12-01,"M"
1089,1844-12-02,"M"
342,1844-12-02,"M"
1652,1844-12-03,"M"
1380,1844-12-03,"M"
1866,1844-12-04,"M"
541,1844-12-04,"M"
1089,1844-12-05,"M"
629,1844-12-05,"M"
1866,1844-12-06,"M"
16,1844-12-06,"M"
1089,1844-12-07,"M"
570,1844-12-07,"M"
1550,1844-12-08,"M"
1341,1844-12-08,"M"
1866,1844-12-09,"M"
541,1844-12-09,"M"
1089,1844-12-10,"M"
570,1844-12-10,"M"
47,1844-12-11,"M"
811,1844-12-11,"M"
1652,1844-12-12,"M"
629,1844-12-12,"M"
1439,1844-12-13,"M"
601,1844-12-13,"M"
1444,1844-12-14,"M"
990,1844-12-14,"M"
570,1844-12-15,"M"
1652,1844-12-15,"M"
517,1844-12-16,"M"
47,1844-12-16,"M"
1439,1844-12-17,"M"
601,1844-12-17,"M"
480,1844-12-18,"M"
990,1844-12-18,"M"
1652,1844-12-19,"M"
629,1844-12-19,"M"
1866,1844-12-20,"M"
342,1844-12-20,"M"
541,1844-12-21,"M"
1652,1844-12-21,"M"
1439,1844-12-22,"M"
871,1844-12-22,"M"
570,1844-12-23,"M"
1652,1844-12-23,"M"
1444,1844-12-24,"M"
517,1844-12-24,"M"
1439,1844-12-25,"M"
480,1844-12-25,"M"
869,1844-12-26,"M"
1380,1844-12-26,"M"
1341,1844-12-27,"C"
629,1844-12-27,"C"
869,1844-12-28,"M"
570,1844-12-28,"M"
1444,1844-12-29,"M"
47,1844-12-29,"M"
169,1844-12-30,"M"
480,1844-12-30,"M"
869,1844-12-31,"M"
990,1844-12-31,"M"
1089,1845-01-01,"C"
517,1845-01-01,"C"
869,1845-01-03,"C"
990,1845-01-03,"C"
1089,1845-01-04,"M"
968,1845-01-04,"M"
869,1845-01-05,"M"
1652,1845-01-06,"M"
629,1845-01-06,"M"
1089,1845-01-07,"M"
517,1845-01-07,"M"
869,1845-01-08,"M"
990,1845-01-08,"M"
1089,1845-01-09,"M"
968,1845-01-09,"M"
541,1845-01-10,"M"
601,1845-01-10,"M"
629,1845-01-10,"M"
1089,1845-01-11,"M"
517,1845-01-11,"M"
1089,1845-01-12,"M"
968,1845-01-12,"M"
1550,1845-01-13,"M"
869,1845-01-13,"M"
541,1845-01-14,"M"
601,1845-01-14,"M"
629,1845-01-14,"M"
570,1845-01-15,"M"
1652,1845-01-15,"M"
1089,1845-01-16,"M"
517,1845-01-16,"M"
869,1845-01-17,"M"
990,1845-01-17,"M"
1089,1845-01-18,"M"
1089,1845-01-19,"M"
968,1845-01-19,"M"
541,1845-01-20,"M"
1341,1845-01-20,"M"
1089,1845-01-21,"M"
517,1845-01-21,"M"
1652,1845-01-22,"M"
629,1845-01-22,"M"
1089,1845-01-23,"M"
517,1845-01-23,"M"
1550,1845-01-24,"M"
47,1845-01-24,"M"
1380,1845-01-25,"M"
332,1845-01-25,"M"
1089,1845-01-26,"M"
517,1845-01-26,"M"
1439,1845-01-27,"M"
968,1845-01-27,"M"
570,1845-01-28,"M"
332,1845-01-28,"M"
601,1845-01-29,"M"
968,1845-01-29,"M"
629,1845-01-30,"M"
332,1845-01-30,"M"
517,1845-01-31,"M"
1341,1845-01-31,"M"
566,1845-02-01,"M"
332,1845-02-01,"M"
1089,1845-02-02,"M"
968,1845-02-02,"M"
570,1845-02-03,"M"
332,1845-02-03,"M"
629,1845-02-04,"M"
332,1845-02-04,"M"
517,1845-02-05,"M"
1341,1845-02-05,"M"
342,1845-02-06,"M"
332,1845-02-06,"M"
869,1845-02-07,"M"
968,1845-02-07,"M"
1380,1845-02-08,"M"
332,1845-02-08,"M"
1444,1845-02-09,"M"
601,1845-02-09,"M"
222,1845-02-10,"M"
1380,1845-02-10,"M"
968,1845-02-10,"M"
601,1845-02-11,"M"
629,1845-02-11,"M"
1873,1845-02-12,"M"
222,1845-02-12,"M"
541,1845-02-13,"M"
1652,1845-02-13,"M"
566,1845-02-14,"M"
222,1845-02-14,"M"
480,1845-02-14,"M"
1428,1845-02-15,"M"
332,1845-02-15,"M"
1341,1845-02-16,"M"
968,1845-02-16,"M"
1089,1845-02-17,"M"
871,1845-02-17,"M"
222,1845-02-18,"M"
332,1845-02-18,"M"
1550,1845-02-19,"M"
281,1845-02-19,"M"
1428,1845-02-20,"M"
332,1845-02-20,"M"
222,1845-02-21,"M"
1652,1845-02-21,"M"
1115,1845-02-22,"M"
332,1845-02-22,"M"
517,1845-02-23,"M"
1341,1845-02-23,"M"
1089,1845-02-24,"M"
871,1845-02-24,"M"
517,1845-02-25,"M"
1341,1845-02-25,"M"
1428,1845-02-26,"M"
1652,1845-02-26,"M"
629,1845-02-27,"C"
332,1845-02-27,"C"
1089,1845-02-28,"C"
871,1845-02-28,"C"
570,1845-03-01,"M"
332,1845-03-01,"M"
480,1845-03-02,"C"
990,1845-03-02,"C"
332,1845-03-03,"C"
1652,1845-03-05,"M"
1380,1845-03-05,"M"
533,1845-03-06,"C"
332,1845-03-06,"C"
1550,1845-03-07,"C"
1341,1845-03-07,"C"
1428,1845-03-08,"M"
332,1845-03-08,"M"
480,1845-03-09,"C"
990,1845-03-09,"C"
869,1845-03-10,"C"
629,1845-03-11,"C"
332,1845-03-11,"C"
1652,1845-03-12,"M"
1380,1845-03-12,"M"
332,1845-03-13,"C"
601,1845-03-14,"C"
871,1845-03-14,"C"
570,1845-03-15,"M"
332,1845-03-15,"M"
517,1845-03-16,"C"
1341,1845-03-16,"C"
480,1845-03-17,"C"
990,1845-03-17,"C"
342,1845-03-18,"C"
332,1845-03-18,"C"
1652,1845-03-19,"M"
1380,1845-03-19,"M"
629,1845-03-20,"C"
332,1845-03-20,"C"
570,1845-03-22,"M"
1652,1845-03-22,"M"
1089,1845-03-23,"C"
332,1845-03-23,"C"
1089,1845-03-24,"C"
811,1845-03-24,"C"
1089,1845-03-25,"M"
811,1845-03-25,"M"
1652,1845-03-26,"M"
629,1845-03-26,"M"
517,1845-03-27,"M"
332,1845-03-27,"M"
480,1845-03-28,"M"
968,1845-03-28,"M"
517,1845-03-29,"M"
332,1845-03-29,"M"
1652,1845-03-30,"M"
968,1845-03-30,"M"
990,1845-03-31,"M"
332,1845-03-31,"M"
570,1845-04-01,"M"
1652,1845-04-01,"M"
601,1845-04-03,"M"
968,1845-04-03,"M"
1115,1845-04-04,"M"
629,1845-04-04,"M"
332,1845-04-04,"M"
570,1845-04-05,"M"
1652,1845-04-05,"M"
1873,1845-04-06,"M"
1444,1845-04-06,"M"
1089,1845-04-07,"M"
968,1845-04-07,"M"
1115,1845-04-08,"M"
629,1845-04-08,"M"
332,1845-04-08,"M"
570,1845-04-09,"M"
1652,1845-04-09,"M"
517,1845-04-10,"M"
332,1845-04-10,"M"
342,1845-04-11,"M"
1341,1845-04-11,"M"
990,1845-04-12,"M"
332,1845-04-12,"M"
1115,1845-04-13,"M"
1341,1845-04-13,"M"
629,1845-04-13,"M"
1873,1845-04-14,"M"
1444,1845-04-14,"M"
1089,1845-04-15,"M"
332,1845-04-15,"M"
1428,1845-04-16,"M"
1652,1845-04-16,"M"
1089,1845-04-17,"M"
332,1845-04-17,"M"
601,1845-04-18,"M"
968,1845-04-18,"M"
517,1845-04-19,"M"
1341,1845-04-19,"M"
1089,1845-04-20,"M"
332,1845-04-20,"M"
1873,1845-04-21,"M"
517,1845-04-21,"M"
186,1845-04-22,"M"
517,1845-04-23,"M"
332,1845-04-23,"M"
186,1845-04-24,"M"
1089,1845-04-25,"M"
332,1845-04-25,"M"
186,1845-04-26,"M"
1089,1845-04-27,"M"
332,1845-04-27,"M"
186,1845-04-28,"M"
186,1845-04-29,"M"
1089,1845-04-30,"M"
332,1845-04-30,"M"
601,1845-05-01,"M"
968,1845-05-01,"M"
186,1845-05-02,"M"
186,1845-05-03,"M"
517,1845-05-04,"M"
1341,1845-05-04,"M"
186,1845-05-05,"M"
1439,1845-05-06,"M"
186,1845-05-07,"M"
186,1845-05-08,"M"
968,1845-05-09,"M"
332,1845-05-09,"M"
186,1845-05-10,"M"
1089,1845-05-11,"M"
332,1845-05-11,"M"
186,1845-05-12,"M"
1089,1845-05-13,"M"
517,1845-05-13,"M"
186,1845-05-14,"M"
1089,1845-05-16,"M"
332,1845-05-16,"M"
1380,1845-05-17,"M"
186,1845-05-17,"M"
1089,1845-05-18,"M"
332,1845-05-18,"M"
601,1845-05-19,"M"
517,1845-05-19,"M"
566,1845-05-20,"M"
186,1845-05-20,"M"
1444,1845-05-21,"M"
332,1845-05-21,"M"
342,1845-05-22,"M"
186,1845-05-22,"M"
1652,1845-05-23,"M"
629,1845-05-23,"M"
1089,1845-05-24,"M"
332,1845-05-24,"M"
1652,1845-05-25,"M"
968,1845-05-25,"M"
1439,1845-05-26,"M"
332,1845-05-26,"M"
1280,1845-05-27,"M"
186,1845-05-27,"M"
1810,1845-05-28,"M"
1089,1845-05-28,"M"
1380,1845-05-28,"M"
186,1845-05-29,"M"
629,1845-05-29,"M"
990,1845-05-30,"M"
332,1845-05-30,"M"
1810,1845-05-31,"M"
186,1845-05-31,"M"
1873,1845-06-01,"M"
332,1845-06-01,"M"
1810,1845-06-02,"M"
186,1845-06-02,"M"
1280,1845-06-03,"M"
186,1845-06-03,"M"
601,1845-06-04,"M"
871,1845-06-04,"M"
1810,1845-06-05,"M"
186,1845-06-05,"M"
47,1845-06-06,"M"
332,1845-06-06,"M"
570,1845-06-07,"M"
1341,1845-06-07,"M"
871,1845-06-08,"M"
332,1845-06-08,"M"
1810,1845-06-09,"M"
186,1845-06-09,"M"
579,1845-06-10,"M"
541,1845-06-10,"M"
1550,1845-06-11,"M"
480,1845-06-11,"M"
579,1845-06-12,"M"
629,1845-06-12,"M"
1810,1845-06-13,"M"
186,1845-06-13,"M"
1550,1845-06-14,"M"
332,1845-06-14,"M"
517,1845-06-15,"M"
871,1845-06-15,"M"
566,1845-06-16,"M"
1652,1845-06-16,"M"
1810,1845-06-17,"M"
186,1845-06-17,"M"
1550,1845-06-18,"M"
1444,1845-06-18,"M"
517,1845-06-19,"M"
332,1845-06-19,"M"
579,1845-06-20,"M"
570,1845-06-20,"M"
541,1845-06-21,"M"
186,1845-06-21,"M"
186,1845-06-22,"M"
629,1845-06-22,"M"
579,1845-06-23,"M"
1380,1845-06-23,"M"
871,1845-06-24,"M"
332,1845-06-24,"M"
342,1845-06-25,"M"
1341,1845-06-25,"M"
1328,1845-06-26,"M"
186,1845-06-26,"M"
579,1845-06-27,"M"
570,1845-06-27,"M"
517,1845-06-28,"M"
332,1845-06-28,"M"
1652,1845-06-29,"M"
968,1845-06-29,"M"
1550,1845-06-30,"M"
1341,1845-06-30,"M"
990,1845-07-01,"M"
332,1845-07-01,"M"
579,1845-07-02,"M"
1328,1845-07-02,"M"
1550,1845-07-03,"M"
480,1845-07-03,"M"
1089,1845-07-04,"M"
517,1845-07-04,"M"
601,1845-07-05,"M"
629,1845-07-05,"M"
579,1845-07-06,"M"
1328,1845-07-06,"M"
1341,1845-07-07,"M"
629,1845-07-07,"M"
871,1845-07-08,"M"
332,1845-07-08,"M"
1089,1845-07-09,"M"
517,1845-07-09,"M"
1089,1845-07-10,"M"
332,1845-07-10,"M"
1873,1845-07-11,"M"
342,1845-07-11,"M"
1280,1845-07-12,"M"
1341,1845-07-12,"M"
579,1845-07-14,"M"
1280,1845-07-14,"M"
1444,1845-07-15,"M"
1439,1845-07-15,"M"
342,1845-07-16,"M"
1341,1845-07-16,"M"
579,1845-07-17,"M"
1328,1845-07-17,"M"
1550,1845-07-18,"M"
480,1845-07-18,"M"
1873,1845-07-19,"M"
517,1845-07-19,"M"
579,1845-07-20,"M"
1328,1845-07-20,"M"
342,1845-07-21,"M"
811,1845-07-21,"M"
1341,1845-07-22,"M"
629,1845-07-22,"M"
601,1845-07-23,"M"
968,1845-07-23,"M"
517,1845-07-24,"M"
811,1845-07-24,"M"
579,1845-07-25,"M"
570,1845-07-25,"M"
1280,1845-07-26,"M"
1341,1845-07-26,"M"
517,1845-07-27,"M"
811,1845-07-27,"M"
1328,1845-07-28,"M"
1341,1845-07-28,"M"
1550,1845-07-29,"C"
1444,1845-07-29,"C"
1444,1845-07-30,"M"
570,1845-07-30,"M"
579,1845-07-31,"M"
629,1845-07-31,"M"
1280,1845-08-01,"M"
1341,1845-08-01,"M"
517,1845-08-02,"M"
811,1845-08-02,"M"
579,1845-08-03,"M"
629,1845-08-03,"M"
1550,1845-08-04,"M"
480,1845-08-04,"M"
1444,1845-08-05,"M"
517,1845-08-05,"M"
601,1845-08-06,"M"
968,1845-08-06,"M"
1328,1845-08-07,"M"
1341,1845-08-07,"M"
1203,1845-08-09,"M"
570,1845-08-10,"M"
1341,1845-08-10,"M"
1810,1845-08-11,"M"
1203,1845-08-11,"M"
541,1845-08-12,"M"
1203,1845-08-12,"M"
601,1845-08-13,"M"
342,1845-08-13,"M"
1328,1845-08-14,"M"
1203,1845-08-14,"M"
1550,1845-08-15,"M"
480,1845-08-15,"M"
1203,1845-08-16,"M"
629,1845-08-16,"M"
1341,1845-08-17,"M"
968,1845-08-17,"M"
1203,1845-08-18,"M"
570,1845-08-18,"M"
541,1845-08-19,"M"
1203,1845-08-19,"M"
480,1845-08-20,"M"
990,1845-08-20,"M"
342,1845-08-21,"M"
811,1845-08-21,"M"
1550,1845-08-22,"M"
1444,1845-08-22,"M"
1203,1845-08-23,"M"
629,1845-08-23,"M"
570,1845-08-24,"M"
480,1845-08-24,"M"
1161,1845-08-25,"M"
541,1845-08-25,"M"
1203,1845-08-26,"M"
629,1845-08-26,"M"
1161,1845-08-27,"M"
342,1845-08-27,"M"
1203,1845-08-28,"M"
570,1845-08-28,"M"
1161,1845-08-29,"M"
1280,1845-08-29,"M"
1810,1845-08-30,"M"
1203,1845-08-30,"M"
601,1845-08-31,"M"
517,1845-08-31,"M"
1161,1845-09-01,"M"
517,1845-09-01,"M"
1328,1845-09-02,"M"
1652,1845-09-02,"M"
517,1845-09-03,"M"
480,1845-09-03,"M"
1161,1845-09-04,"M"
618,1845-09-04,"M"
1810,1845-09-05,"M"
1341,1845-09-05,"M"
1161,1845-09-06,"M"
342,1845-09-06,"M"
1161,1845-09-11,"M"
517,1845-09-11,"M"
1203,1845-09-12,"M"
629,1845-09-12,"M"
1089,1845-09-13,"M"
332,1845-09-13,"M"
1328,1845-09-14,"M"
1341,1845-09-14,"M"
1089,1845-09-15,"M"
517,1845-09-15,"M"
1550,1845-09-16,"M"
1161,1845-09-16,"M"
1203,1845-09-17,"M"
968,1845-09-17,"M"
1161,1845-09-18,"M"
964,1845-09-18,"M"
342,1845-09-19,"M"
1652,1845-09-19,"M"
517,1845-09-20,"M"
332,1845-09-20,"M"
1439,1845-09-21,"M"
601,1845-09-21,"M"
1161,1845-09-22,"M"
811,1845-09-22,"M"
579,1845-09-23,"M"
629,1845-09-23,"M"
1444,1845-09-24,"M"
1089,1845-09-24,"M"
1550,1845-09-25,"M"
47,1845-09-25,"M"
1161,1845-09-26,"M"
811,1845-09-26,"M"
342,1845-09-27,"M"
1341,1845-09-27,"M"
1161,1845-09-28,"M"
332,1845-09-28,"M"
1439,1845-09-29,"M"
480,1845-09-29,"M"
1444,1845-09-30,"M"
1089,1845-09-30,"M"
1089,1845-10-01,"M"
332,1845-10-01,"M"
579,1845-10-02,"M"
1280,1845-10-02,"M"
1550,1845-10-03,"M"
601,1845-10-03,"M"
579,1845-10-04,"M"
570,1845-10-04,"M"
1161,1845-10-05,"M"
1089,1845-10-05,"M"
1439,1845-10-06,"M"
601,1845-10-06,"M"
1203,1845-10-07,"M"
332,1845-10-07,"M"
1161,1845-10-08,"M"
1444,1845-10-08,"M"
1280,1845-10-09,"M"
1341,1845-10-09,"M"
1550,1845-10-10,"M"
601,1845-10-10,"M"
1161,1845-10-11,"M"
811,1845-10-11,"M"
517,1845-10-12,"M"
1341,1845-10-12,"M"
570,1845-10-13,"M"
356,1845-10-13,"M"
342,1845-10-14,"M"
1341,1845-10-14,"M"
356,1845-10-15,"M"
629,1845-10-15,"M"
1161,1845-10-16,"M"
811,1845-10-16,"M"
1280,1845-10-17,"M"
356,1845-10-17,"M"
1550,1845-10-18,"M"
1444,1845-10-18,"M"
601,1845-10-19,"M"
332,1845-10-19,"M"
566,1845-10-20,"M"
356,1845-10-20,"M"
342,1845-10-21,"M"
356,1845-10-21,"M"
541,1845-10-22,"M"
1652,1845-10-22,"M"
1280,1845-10-23,"M"
356,1845-10-23,"M"
1203,1845-10-24,"M"
332,1845-10-24,"M"
1550,1845-10-25,"M"
541,1845-10-25,"M"
1161,1845-10-26,"M"
1089,1845-10-26,"M"
356,1845-10-27,"M"
579,1845-10-28,"M"
1142,1845-10-28,"M"
1142,1845-10-29,"M"
1652,1845-10-29,"M"
1161,1845-10-30,"M"
811,1845-10-30,"M"
1873,1845-10-31,"M"
1161,1845-10-31,"M"
601,1845-11-01,"M"
332,1845-11-01,"M"
1341,1845-11-02,"M"
990,1845-11-02,"M"
1439,1845-11-03,"M"
47,1845-11-03,"M"
1161,1845-11-04,"M"
332,1845-11-04,"M"
1142,1845-11-05,"M"
1652,1845-11-05,"M"
1550,1845-11-06,"M"
356,1845-11-06,"M"
1219,1845-11-07,"M"
811,1845-11-07,"M"
1280,1845-11-08,"M"
1341,1845-11-08,"M"
1550,1845-11-09,"M"
579,1845-11-09,"M"
1219,1845-11-10,"M"
1161,1845-11-10,"M"
1280,1845-11-11,"M"
356,1845-11-11,"M"
1142,1845-11-12,"M"
480,1845-11-12,"M"
1161,1845-11-13,"M"
1089,1845-11-13,"M"
1219,1845-11-14,"M"
1161,1845-11-14,"M"
342,1845-11-15,"M"
480,1845-11-15,"M"
579,1845-11-16,"M"
990,1845-11-16,"M"
570,1845-11-17,"M"
1652,1845-11-17,"M"
480,1845-11-18,"M"
629,1845-11-18,"M"
983,1845-11-19,"M"
811,1845-11-19,"M"
1219,1845-11-20,"M"
356,1845-11-20,"M"
480,1845-11-21,"M"
629,1845-11-21,"M"
579,1845-11-22,"M"
541,1845-11-22,"M"
1161,1845-11-23,"M"
1341,1845-11-23,"M"
1219,1845-11-24,"M"
1089,1845-11-24,"M"
1161,1845-11-25,"M"
566,1845-11-25,"M"
46,1845-11-25,"M"
1203,1845-11-27,"M"
332,1845-11-27,"M"
480,1845-11-28,"M"
46,1845-11-28,"M"
601,1845-11-29,"M"
629,1845-11-29,"M"
1550,1845-11-30,"M"
1652,1845-11-30,"M"
579,1845-12-01,"M"
46,1845-12-01,"M"
342,1845-12-02,"M"
480,1845-12-02,"M"
1219,1845-12-03,"M"
356,1845-12-03,"M"
1161,1845-12-04,"M"
332,1845-12-04,"M"
480,1845-12-05,"M"
46,1845-12-05,"M"
1161,1845-12-06,"M"
47,1845-12-06,"M"
517,1845-12-07,"M"
480,1845-12-07,"M"
1089,1845-12-08,"M"
332,1845-12-08,"M"
342,1845-12-09,"M"
1341,1845-12-09,"M"
579,1845-12-10,"M"
46,1845-12-10,"M"
1219,1845-12-11,"M"
1161,1845-12-11,"M"
1280,1845-12-12,"M"
480,1845-12-12,"M"
47,1845-12-13,"M"
964,1845-12-13,"M"
1161,1845-12-14,"M"
579,1845-12-14,"M"
964,1845-12-15,"M"
811,1845-12-15,"M"
480,1845-12-16,"M"
46,1845-12-16,"M"
1550,1845-12-17,"M"
601,1845-12-17,"M"
1161,1845-12-18,"M"
811,1845-12-18,"M"
573,1845-12-19,"M"
1652,1845-12-19,"M"
1203,1845-12-20,"M"
1089,1845-12-20,"M"
517,1845-12-21,"M"
480,1845-12-21,"M"
1341,1845-12-22,"M"
46,1845-12-22,"M"
811,1845-12-23,"M"
332,1845-12-23,"M"
1161,1845-12-24,"M"
1444,1845-12-24,"M"
480,1845-12-25,"M"
332,1845-12-25,"M"
1873,1845-12-26,"M"
517,1845-12-26,"M"
1550,1845-12-27,"M"
601,1845-12-27,"M"
1089,1845-12-28,"M"
1341,1845-12-28,"M"
1550,1845-12-29,"M"
332,1845-12-29,"M"
480,1845-12-30,"M"
629,1845-12-30,"M"
47,1845-12-31,"M"
964,1845-12-31,"M"
1161,1846-01-01,"M"
480,1846-01-01,"M"
1444,1846-01-02,"M"
332,1846-01-02,"M"
1161,1846-01-03,"M"
601,1846-01-03,"M"
1341,1846-01-04,"M"
990,1846-01-04,"M"
1089,1846-01-05,"M"
811,1846-01-05,"M"
1280,1846-01-06,"M"
480,1846-01-06,"M"
579,1846-01-07,"M"
46,1846-01-07,"M"
342,1846-01-08,"M"
1652,1846-01-08,"M"
1161,1846-01-09,"M"
332,1846-01-09,"M"
1444,1846-01-10,"M"
1089,1846-01-10,"M"
517,1846-01-11,"M"
480,1846-01-11,"M"
579,1846-01-12,"M"
629,1846-01-12,"M"
1341,1846-01-13,"M"
46,1846-01-13,"M"
1873,1846-01-14,"M"
1089,1846-01-14,"M"
480,1846-01-15,"M"
964,1846-01-15,"M"
1439,1846-01-16,"M"
517,1846-01-16,"M"
1444,1846-01-17,"M"
480,1846-01-18,"M"
964,1846-01-18,"M"
579,1846-01-19,"M"
1280,1846-01-19,"M"
342,1846-01-20,"M"
1652,1846-01-20,"M"
1161,1846-01-21,"M"
1089,1846-01-21,"M"
480,1846-01-22,"M"
964,1846-01-22,"M"
517,1846-01-23,"M"
47,1846-01-23,"M"
1161,1846-01-24,"M"
1444,1846-01-24,"M"
1652,1846-01-25,"M"
964,1846-01-25,"M"
579,1846-01-26,"M"
1280,1846-01-26,"M"
517,1846-01-27,"M"
480,1846-01-27,"M"
1444,1846-01-29,"M"
1089,1846-01-29,"M"
601,1846-01-30,"M"
629,1846-01-30,"M"
517,1846-01-31,"M"
480,1846-01-31,"M"
579,1846-02-01,"M"
990,1846-02-01,"M"
1341,1846-02-02,"M"
46,1846-02-02,"M"
1241,1846-02-03,"M"
1341,1846-02-04,"M"
46,1846-02-04,"M"
1241,1846-02-05,"M"
964,1846-02-06,"M"
811,1846-02-06,"M"
1241,1846-02-07,"M"
601,1846-02-08,"M"
517,1846-02-08,"M"
1341,1846-02-09,"M"
46,1846-02-09,"M"
1241,1846-02-10,"M"
1873,1846-02-11,"M"
1161,1846-02-11,"M"
1241,1846-02-12,"M"
964,1846-02-13,"M"
811,1846-02-13,"M"
1241,1846-02-14,"M"
601,1846-02-15,"M"
1241,1846-02-16,"M"
1439,1846-02-17,"M"
47,1846-02-17,"M"
1241,1846-02-19,"M"
1571,1846-02-20,"M"
46,1846-02-20,"M"
1241,1846-02-21,"M"
1161,1846-02-22,"M"
1571,1846-02-22,"M"
1241,1846-02-23,"M"
1241,1846-02-24,"M"
1161,1846-02-25,"M"
1571,1846-02-25,"M"
1241,1846-02-26,"M"
964,1846-02-27,"M"
811,1846-02-27,"M"
1241,1846-02-28,"M"
1444,1846-03-01,"M"
964,1846-03-01,"M"
1241,1846-03-02,"M"
1241,1846-03-03,"M"
517,1846-03-05,"M"
47,1846-03-05,"M"
601,1846-03-06,"M"
964,1846-03-06,"M"
517,1846-03-07,"M"
480,1846-03-07,"M"
1444,1846-03-08,"M"
47,1846-03-08,"M"
601,1846-03-09,"M"
342,1846-03-09,"M"
1241,1846-03-10,"M"
1161,1846-03-11,"M"
332,1846-03-11,"M"
1241,1846-03-12,"M"
47,1846-03-13,"M"
332,1846-03-13,"M"
1241,1846-03-14,"M"
1444,1846-03-15,"M"
332,1846-03-15,"M"
1241,1846-03-16,"M"
1241,1846-03-17,"M"
1161,1846-03-18,"M"
332,1846-03-18,"M"
1241,1846-03-19,"M"
1444,1846-03-20,"M"
47,1846-03-20,"M"
1241,1846-03-21,"M"
601,1846-03-22,"M"
47,1846-03-22,"M"
1241,1846-03-23,"M"
1241,1846-03-24,"M"
1161,1846-03-25,"M"
332,1846-03-25,"M"
1241,1846-03-26,"M"
1652,1846-03-27,"M"
480,1846-03-27,"M"
1241,1846-03-28,"M"
1161,1846-03-29,"M"
332,1846-03-29,"M"
517,1846-03-30,"M"
332,1846-03-30,"M"
1241,1846-03-31,"M"
1444,1846-04-01,"M"
629,1846-04-01,"M"
1241,1846-04-02,"M"
579,1846-04-03,"M"
342,1846-04-03,"M"
1241,1846-04-04,"M"
579,1846-04-05,"M"
342,1846-04-05,"M"
1161,1846-04-06,"M"
47,1846-04-06,"M"
1241,1846-04-07,"M"
1241,1846-04-09,"M"
1161,1846-04-12,"M"
332,1846-04-12,"M"
1241,1846-04-13,"M"
1241,1846-04-14,"M"
1241,1846-04-16,"M"
1161,1846-04-17,"M"
332,1846-04-17,"M"
1444,1846-04-18,"M"
47,1846-04-18,"M"
579,1846-04-19,"M"
342,1846-04-19,"M"
1241,1846-04-20,"M"
1241,1846-04-21,"M"
1341,1846-04-22,"M"
629,1846-04-22,"M"
1241,1846-04-23,"M"
342,1846-04-24,"M"
651,1846-04-24,"M"
1241,1846-04-25,"M"
1444,1846-04-26,"M"
332,1846-04-26,"M"
1241,1846-04-27,"M"
1241,1846-04-28,"M"
1550,1846-04-29,"M"
651,1846-04-29,"M"
1241,1846-04-30,"M"
1161,1846-05-01,"M"
332,1846-05-01,"M"
1241,1846-05-02,"M"
1161,1846-05-03,"M"
332,1846-05-03,"M"
1550,1846-05-04,"M"
1444,1846-05-04,"M"
1241,1846-05-05,"M"
579,1846-05-06,"M"
342,1846-05-06,"M"
1241,1846-05-07,"M"
1550,1846-05-08,"M"
1341,1846-05-08,"M"
1241,1846-05-09,"M"
1550,1846-05-10,"M"
1341,1846-05-10,"M"
1241,1846-05-11,"M"
1086,1846-05-12,"M"
579,1846-05-12,"M"
1550,1846-05-13,"M"
601,1846-05-14,"M"
1241,1846-05-15,"M"
1772,1846-05-15,"M"
332,1846-05-15,"M"
1241,1846-05-16,"M"
579,1846-05-17,"M"
629,1846-05-17,"M"
342,1846-05-18,"M"
480,1846-05-18,"M"
1772,1846-05-19,"M"
1241,1846-05-20,"M"
1241,1846-05-21,"M"
